DIA,MES,ANO,SRAD,TMAX,TMIN,RAIN,EVAP,WIND,SUNH,RHUM
6,MAR,2015,16.4,31.3,20.5, 1.8,  4.5,136.8, 39.52, 90
7,MAR,2015,16.1,31.6,20.3,17.2,  5.3, 67.2, 38.21, 93
8,MAR,2015,10.6,28.4,22.0, 4.0,    4, 45.6,  8.13, 97
9,MAR,2015, 8.0,24.8,20.8, 7.6, 4.15,105.6,     0, 96
10,MAR,2015,17.3,27.5,20.5,17.2, 3.78,122.4, 42.28, 96
11,MAR,2015,22.6,29.0,20.1, 0.8, 4.78,148.8, 84.55, 89
12,MAR,2015,13.1,25.9,18.5, 0.0, 2.77,115.2, 22.95, 92
13,MAR,2015,17.2,31.6,20.0, 0.0, 5.27, 69.6, 44.26, 88
14,MAR,2015,10.9,29.0,21.9, 6.6,  5.2, 33.6,  9.84, 96
15,MAR,2015,15.4,33.7,21.7,19.2, 5.66,   48, 34.43, 96
16,MAR,2015,19.5,31.0,21.2, 3.2,  6.2,122.4, 47.11, 85
17,MAR,2015,12.2,27.7,19.6, 0.5, 1.14,105.6, 19.01, 89
18,MAR,2015, 8.7,26.0,19.0,13.4, 3.14, 93.6,  4.96, 94
19,MAR,2015, 8.1,23.8,19.4, 4.4, 2.42,103.2,     0, 95
20,MAR,2015,12.8,30.2,19.2, 8.0, 5.05, 38.4, 20.66, 94
21,MAR,2015,13.1,29.3,20.9,15.8, 5.13, 43.2,  22.5, 95
22,MAR,2015,15.9,30.7,20.0, 2.8, 5.18,   48, 38.33, 90
23,MAR,2015,21.4,29.1,19.4, 0.0,    5,230.4, 81.67, 78
24,MAR,2015,20.5,29.6,16.8, 0.0, 6.22,  204, 84.17, 75
25,MAR,2015,22.0,31.7,17.4, 0.0, 6.26,110.4, 84.03, 75
26,MAR,2015,18.9,31.7,16.8, 0.0, 5.12, 79.2, 76.47, 78
27,MAR,2015,22.2,34.1,19.6, 0.0, 5.49, 55.2, 73.95, 73
28,MAR,2015,19.7,33.1,20.3, 0.0, 5.45, 57.6, 59.66, 75
29,MAR,2015,15.5,31.2,21.7, 4.8,  5.4,   48, 36.44, 94
30,MAR,2015, 8.0,28.2,22.9, 7.0,  2.6,   84, 23.73, 95
31,MAR,2015,18.9,30.1,20.8, 0.0,  5.8,  144, 74.58, 80
1,ABR,2015,21.4,30.8,17.8, 0.0, 5.52,  192, 88.14, 73
2,ABR,2015,25.2,31.4,18.4, 0.0, 4.27,158.4,101.69, 71
3,ABR,2015,25.1,30.3,15.5, 0.0, 3.93, 69.6,102.56, 73
4,ABR,2015,18.8,31.3,16.9, 0.2, 4.13, 57.6, 72.65, 86
5,ABR,2015,14.1,28.3,19.8, 7.8, 4.12,124.8, 41.88, 91
6,ABR,2015,18.1,29.0,23.5, 0.0, 6.78,  300, 76.92, 77
7,ABR,2015,14.9,24.2,17.6, 0.0, 5.98,379.2, 66.38, 75
8,ABR,2015,18.6,28.6,15.4, 0.0,  5.3,163.2, 77.59, 75
9,ABR,2015,18.0,29.3,15.2, 0.0, 5.76,  144, 73.28, 75
10,ABR,2015,21.2,30.1,16.2, 0.0,  6.6, 86.4, 89.66, 75
11,ABR,2015,23.4,30.3,16.4, 0.0,  6.7, 64.8,103.45, 75
12,ABR,2015,22.9,29.8,15.9, 0.0,  7.4, 93.6,101.74, 71
13,ABR,2015,19.6,30.1,15.5, 0.0, 7.88,   84, 84.35, 74
14,ABR,2015,16.4,30.3,16.6, 0.0,  5.6,103.2, 60.87, 81
15,ABR,2015,12.9,28.7,18.8, 0.0, 4.15,  144, 43.48, 88
16,ABR,2015,17.2,29.7,18.2, 0.0, 6.29,  216, 69.57, 81
17,ABR,2015,22.5,30.9,17.2, 0.0,  7.9,103.2,   100, 75
18,ABR,2015,16.7,31.9,18.6, 0.0,  5.8,   84, 60.53, 78
19,ABR,2015,12.6,32.2,20.1, 4.8,  4.1, 55.2, 32.46, 93
20,ABR,2015,20.7,35.0,21.2, 0.0,  4.6, 69.6, 87.72, 86
21,ABR,2015,16.7,34.4,22.4, 0.0,    6,136.8, 61.06, 84
22,ABR,2015,12.0,27.7,21.6, 0.0, 5.58,  156, 27.43, 89
23,ABR,2015,16.4,30.1,18.8, 0.0, 6.68,  144, 80.53, 83
24,ABR,2015,16.8,30.4,17.8, 0.0,  6.3, 69.6, 61.95, 80
25,ABR,2015,20.7,28.0,16.1, 0.0,  8.2,160.8,  88.5, 75
26,ABR,2015,21.0,27.5,14.4, 0.0,    7,165.6, 91.07, 77
27,ABR,2015,16.8,28.3,14.4, 0.0, 6.34,  120, 81.25, 72
28,ABR,2015,16.1,29.3,14.8, 0.0, 6.66,189.6, 82.14, 74
29,ABR,2015,16.2,26.7,15.1, 0.0, 6.74,278.4, 83.04, 75
30,ABR,2015,19.4,26.6,15.0, 0.0,    7,122.4, 80.36, 77
1,MAI,2015,20.8,27.8,12.1, 0.0,  7.4, 57.6,107.14, 76
2,MAI,2015,19.2,29.5,12.6, 0.0,  6.6, 57.6,  98.2, 76
3,MAI,2015,16.7,29.9,16.2, 8.2,    8,115.2, 79.28, 71
4,MAI,2015, 7.2,23.7,18.5, 6.4, 3.11,  204,     0, 96
5,MAI,2015,15.6,27.0,18.6, 0.0,  6.1,230.4, 81.98, 82
6,MAI,2015,13.9,25.7,14.8, 0.0, 4.58,139.2, 61.26, 89
7,MAI,2015,19.8,25.4,12.6, 0.0, 6.42,292.8, 65.45, 78
8,MAI,2015,19.9,24.6,15.2, 0.0,  8.1,129.6,104.55, 73
9,MAI,2015,20.4,28.8,11.8, 0.0,    6, 57.6,109.09, 77
10,MAI,2015,13.4,29.5,14.7,22.2, 3.22,112.8, 54.55, 86
11,MAI,2015, 8.0,21.6,19.0, 0.0, 3.34,182.4,  3.64, 92
12,MAI,2015,13.9,24.3,12.1, 0.0, 4.06,  240, 61.82, 82
13,MAI,2015, 9.5,22.0,16.9, 0.0, 4.26,268.8,  2.75, 84
14,MAI,2015,15.9,26.3,13.6, 0.0, 5.42,  192, 73.39, 78
15,MAI,2015,11.8,25.3,14.0, 0.0,  3.7, 40.8,  42.2, 82
16,MAI,2015,18.2,25.8,11.2, 0.0,  6.1, 62.4, 91.74, 75
17,MAI,2015,15.9,26.8,12.0, 0.0,  4.2, 50.4, 73.39, 80
18,MAI,2015, 7.5,23.7,15.8, 1.4, 2.88, 26.4,  4.59, 90
19,MAI,2015, 9.7,24.8,17.2, 2.4,  3.1,100.8, 31.19, 90
20,MAI,2015, 9.9,24.0,16.0, 0.0, 4.22,  108, 16.67, 87
21,MAI,2015,12.9,27.3,16.1, 0.0, 5.26,129.6, 64.81, 80
22,MAI,2015,16.9,28.7,14.8, 0.0,  6.6,   60, 82.41, 78
23,MAI,2015,12.2,26.1,15.1, 0.0,    3,   60, 45.37, 87
24,MAI,2015,15.2,29.4,13.7, 0.0,  2.2, 62.4, 69.44, 83
25,MAI,2015,15.1,30.8,15.0, 0.0, 4.88, 98.4, 79.63, 74
26,MAI,2015,14.2,30.5,17.8, 0.0, 6.82,112.8, 63.89, 82
27,MAI,2015,15.5,29.8,16.6, 0.0, 5.96,187.2, 75.93, 72
28,MAI,2015, 2.2,20.3,16.0,15.5, 2.64,153.6,     0, 99
29,MAI,2015,14.2,25.8,15.9, 0.4,  2.3, 79.2, 61.68, 84
30,MAI,2015,14.3,27.3,10.8,21.4, 2.78, 45.6, 62.62, 85
31,MAI,2015, 4.1,21.7,14.3, 8.8, 2.62, 26.4,     0,100
1,JUN,2015, 6.6,22.4,19.6, 0.0,  2.1,206.4,  7.48, 92
2,JUN,2015, 6.0,21.1,15.7, 0.0,  2.8,139.2,  4.67, 93
3,JUN,2015,15.4,29.1,13.6, 0.0,  4.7, 40.8, 84.11, 90
4,JUN,2015,17.8,30.4,14.6, 0.0,  5.3, 52.8,105.61, 84
5,JUN,2015,18.1,29.5,14.4, 0.0,  7.4, 57.6,107.48, 75
6,JUN,2015,17.6,29.4,13.1, 0.0,  5.3, 88.8,103.74, 78
7,JUN,2015,15.5,29.9,15.3, 0.0,  6.1, 52.8, 85.05, 78
8,JUN,2015,13.4,28.8,13.8, 0.0, 6.78,122.4, 82.08, 75
9,JUN,2015,13.3,27.8,13.2, 0.0, 5.06,141.6, 80.19, 74
10,JUN,2015,14.6,29.1,13.9, 0.0, 6.44,  156, 77.36, 72
11,JUN,2015,15.1,29.0,12.6, 0.0,  6.4,  180, 86.79, 71
12,JUN,2015,14.7,28.1,14.8, 0.0,  7.2, 64.8, 79.25, 82
13,JUN,2015,16.4,29.9,13.7, 0.0,  7.9, 79.2, 94.34, 72
14,JUN,2015,15.8,30.2,14.8, 0.0,    8,  168, 88.68, 64
15,JUN,2015, 3.0,21.3,19.1, 1.6,  2.7,139.2,     0, 97
16,JUN,2015,11.2,23.2,12.6, 0.0,  3.9, 45.6,  43.4, 86
17,JUN,2015,12.8,29.0,13.8, 0.0, 4.66,105.6, 80.19, 82
18,JUN,2015,12.9,29.4,15.2, 0.0,  7.4,  288, 84.91, 71
19,JUN,2015, 8.2,21.2,16.6, 0.0,  5.7,220.8, 20.75, 78
20,JUN,2015,17.1,24.9,13.4, 0.0,  5.6,  120,   100, 78
21,JUN,2015,16.8,26.8,11.8, 0.0,  6.9, 57.6, 97.17, 78
22,JUN,2015,15.1,27.4,12.8, 0.0, 2.61,  144, 84.91, 77
23,JUN,2015,13.8,26.8,12.6, 0.0,    6,  156, 85.85, 73
24,JUN,2015, 6.6,20.6,15.6, 0.0, 4.78,388.8,  2.83, 76
25,JUN,2015,15.6,23.9,14.4, 0.0, 6.06,297.6, 81.13, 75
26,JUN,2015,17.2,24.0,11.4, 0.0,  3.8,105.6,100.94, 75
27,JUN,2015,17.8,24.4, 8.8, 0.0,  4.9,   72, 106.6, 72
28,JUN,2015,17.1,24.2, 7.9, 0.0,  5.9, 67.2,   100, 70
29,JUN,2015,15.8,26.4, 9.2, 0.0, 6.26,206.4, 87.74, 69
30,JUN,2015,11.7,25.7,12.5, 2.2, 4.82,237.6, 48.11, 72
1,JUL,2015, 4.2,20.6,15.4, 1.0, 1.52, 67.2,  4.72, 98
2,JUL,2015, 5.7,21.6,16.1, 0.2, 1.54,105.6,     0, 95
3,JUL,2015, 3.8,20.6,16.0, 0.4,  0.9,   36,     0, 99
4,JUL,2015, 7.3,24.7,14.5, 1.6,  0.7,105.6,  9.43, 92
5,JUL,2015, 4.8,17.7,13.2, 0.0,  4.8, 33.6,     0, 84
6,JUL,2015,12.2,25.6,13.4, 2.1,  4.3, 98.4, 64.49, 84
7,JUL,2015, 3.4,19.4,16.2, 6.2,  0.1,115.2,     0, 99
8,JUL,2015, 2.6,20.7,16.4, 6.5,  3.8, 50.4,     0, 99
9,JUL,2015, 9.9,25.3,16.0, 0.0, 2.83, 81.6, 30.84, 91
10,JUL,2015,15.8,30.6,13.5, 0.0,  7.5, 64.8, 81.31, 80
11,JUL,2015, 7.9,24.0,17.0, 4.6,  0.5, 45.6, 14.95, 96
12,JUL,2015,17.2,29.2,15.2, 0.0, 3.04, 88.8, 93.46, 72
13,JUL,2015,16.1,30.1,18.5, 0.0, 3.96,261.6, 86.92, 60
14,JUL,2015,14.3,30.5,15.7, 0.0, 5.74,220.8, 74.77, 71
15,JUL,2015,11.4,28.2,15.2, 0.0, 3.76,  108, 36.45, 76
16,JUL,2015, 9.9,26.7,15.8, 0.0, 3.78,127.2, 11.21, 80
17,JUL,2015,11.3,27.0,14.2, 0.0,  1.9, 69.6, 42.59, 86
18,JUL,2015,14.9,28.2,12.2, 0.0,  4.8, 50.4, 73.15, 73
19,JUL,2015,18.2,28.5,12.1, 0.0,  6.2,  108,100.93, 67
20,JUL,2015,15.6,28.4,11.6, 0.0, 5.12,220.8, 87.96, 58
21,JUL,2015, 7.9,23.8,15.2, 0.0, 3.66,189.6,    25, 78
22,JUL,2015,14.8,23.0,12.4, 0.0, 4.78,  216, 86.11, 81
23,JUL,2015,13.9,26.7,11.6, 0.0, 4.06,115.2, 60.19, 80
24,JUL,2015,15.3,28.7,13.2,10.6,  2.8, 88.8, 75.93, 78
25,JUL,2015, 9.5,26.1,15.9, 4.0,  0.8, 43.2, 27.52, 96
26,JUL,2015, 8.7,24.3,15.1, 0.0,  3.2, 40.8,  21.1, 95
27,JUL,2015,14.8,23.9,12.3, 0.0, 4.72,117.6, 53.21, 81
28,JUL,2015,17.6,26.2, 7.6, 0.0, 5.68,  132, 88.07, 69
29,JUL,2015,17.4,26.7, 9.8, 0.0,    4,146.4, 86.24, 63
30,JUL,2015,17.4,27.8, 8.8, 0.0, 4.68,  108, 86.24, 68
31,JUL,2015,19.5,29.6, 9.8, 0.0,  2.5,153.6, 91.74, 68
1,AGO,2015,18.8,29.0,12.2, 0.0, 3.27, 50.4, 86.36, 67
2,AGO,2015,19.9,29.2,10.2, 0.0,    3,   84, 93.64, 66
3,AGO,2015,17.8,29.4,11.2, 0.0,    8,189.6, 86.36, 62
4,AGO,2015,17.1,29.9,12.2, 0.0, 6.12,  120, 85.45, 58
5,AGO,2015,16.3,29.6,10.8, 0.0, 6.02,  144, 84.55, 59
6,AGO,2015,17.0,30.3,12.8, 0.0, 6.62,  180, 85.45, 58
7,AGO,2015,19.8,31.0,12.1, 0.0,  1.5, 76.8, 92.79, 58
8,AGO,2015,20.3,30.3,11.7, 0.0,  3.2, 74.4,  95.5, 53
9,AGO,2015,19.9,29.3,12.2, 0.0,  6.5, 79.2, 92.79, 64
10,AGO,2015,18.7,29.7,12.9, 0.0, 7.88,165.6, 86.49, 63
11,AGO,2015,18.7,29.8,12.2, 0.0, 6.69,158.4, 87.39, 56
12,AGO,2015,18.8,28.6,11.6, 0.0, 6.05,172.8, 86.61, 62
13,AGO,2015,19.2,29.0,10.6, 0.0, 6.24,  144, 88.39, 60
14,AGO,2015,21.5,28.1,11.4, 0.0,  5.1, 88.8,103.57, 63
15,AGO,2015,20.1,29.8,12.2, 0.0,  7.1, 91.2, 93.75, 57
16,AGO,2015,20.8,30.4,11.9, 0.0,  7.4,124.8, 99.11, 52
17,AGO,2015,19.1,30.2,14.3, 0.0,  8.4,  216, 90.18, 54
18,AGO,2015,12.4,29.5,14.0, 0.0,  5.8,194.4,  6.19, 51
19,AGO,2015,18.5,30.1,16.2, 0.0,  8.4,259.2, 87.61, 56
20,AGO,2015,19.7,25.6,12.2, 0.0, 6.96,319.2, 79.65, 68
21,AGO,2015,22.1,26.8,14.0, 0.0,  6.4,153.6,106.19, 69
22,AGO,2015,22.6,28.8,11.3, 0.0,  8.1, 79.2,106.19, 62
23,AGO,2015,22.4,32.3,10.2, 0.0,  7.4,112.8,105.26, 55
24,AGO,2015,12.5,27.2,15.8, 7.5,  3.6,292.8, 33.33, 85
25,AGO,2015, 8.1,23.5,15.6, 7.0, 1.16,134.4, 28.07, 97
26,AGO,2015,18.4,29.0,13.2, 0.0, 4.74,139.2, 82.46, 78
27,AGO,2015, 2.2,20.1,16.2,17.8, 2.88,160.8,     0, 99
28,AGO,2015,20.7,28.0,12.6, 0.0,  5.3,146.4, 95.65, 77
29,AGO,2015,24.3,31.7,10.7, 0.0,  6.7, 50.4,104.35, 62
30,AGO,2015,23.5,32.9,12.3, 0.0,  7.7,   60,104.35, 59
31,AGO,2015,20.6,33.1,14.0, 0.0, 8.55,146.4, 92.17, 58
1,SET,2015,20.5,32.8,14.2, 0.0, 8.29,  252, 88.79, 65
2,SET,2015,21.6,27.6,15.0, 0.0, 7.06,208.8, 86.21, 73
3,SET,2015,20.6,30.5,12.8, 0.0, 6.65,153.6, 84.48, 68
4,SET,2015,16.9,27.3,14.4, 0.0,  2.9,136.8, 53.45, 81
5,SET,2015,18.6,26.4,14.9, 0.0, 3.86,  144, 63.79, 75
6,SET,2015,13.8,27.1,13.3, 0.0,  5.4, 43.2, 33.33, 81
7,SET,2015,11.3,27.8,17.2,23.5,    3,115.2, 17.95, 85
8,SET,2015, 3.3,21.4,18.9,45.6, 3.77,225.6,     0,100
9,SET,2015,12.6,24.2,16.8, 0.0, 2.58,136.8, 38.46, 88
10,SET,2015, 9.4,24.6,14.0,25.2, 3.61,268.8, 22.03, 94
11,SET,2015, 6.3,27.4,18.6, 8.0,    5,151.2,     0, 95
12,SET,2015, 8.7,24.5,16.3, 1.5,  2.1, 81.6,  1.69, 92
13,SET,2015,21.7,26.7,14.3, 0.0,  1.4,139.2,  82.2, 81
14,SET,2015,20.1,27.3,12.4, 0.0, 3.71,  180, 83.05, 90
15,SET,2015,20.6,33.0,13.2, 0.0, 6.38,146.4, 85.71, 90
16,SET,2015,25.2,34.8,18.4, 0.0,10.35,256.8, 86.55, 74
17,SET,2015,20.3,35.2,19.4, 0.0, 9.05,  180, 86.55, 66
18,SET,2015,25.4,36.8,18.4, 0.0,  9.8, 79.2,100.84, 69
19,SET,2015,26.0,36.4,18.1, 0.0, 11.7,   84,   100, 63
20,SET,2015,25.8,36.1,16.7, 0.0,  9.9, 88.8,   100, 72
21,SET,2015,25.6,34.7,17.3, 0.0,   11,  132, 86.67, 69
22,SET,2015,22.0,34.6,16.4, 0.0,10.38,146.4,  87.5, 62
23,SET,2015,22.2,35.0,16.8, 0.0, 9.98,139.2, 86.78, 61
24,SET,2015,21.8,36.4,17.1, 0.0,10.98,194.4, 80.99, 60
25,SET,2015,18.9,33.0,18.2,20.4, 10.3,165.6, 62.81, 82
26,SET,2015,13.5,31.7,20.5, 0.7,  0.9, 98.4, 30.58,100
27,SET,2015,22.9,35.9,21.4,24.9, 5.36, 88.8,  87.6, 87
28,SET,2015, 9.0,25.8,20.3, 0.0, 2.66,  144, 18.03,100
29,SET,2015,16.0,27.9,18.2,15.4, 4.31,158.4, 36.07, 89
30,SET,2015,15.5,30.2,17.8,24.6, 4.49,194.4, 48.36, 87
1,OUT,2015,19.1,30.5,18.8, 0.0, 6.46,163.2, 60.66, 78
2,OUT,2015,25.9,33.8,17.8, 2.5,  5.6, 98.4, 86.18, 71
3,OUT,2015,13.8,30.7,21.6, 0.0, 5.68,103.2, 21.95, 82
4,OUT,2015,13.3,28.8,19.6, 0.0, 5.25, 79.2,  18.7, 86
5,OUT,2015,25.6,27.8,17.2, 0.0, 4.73,283.2, 86.99, 74
6,OUT,2015,24.2,31.5,14.6, 0.0, 7.73,  156, 84.55, 73
7,OUT,2015,23.1,34.0,15.0, 0.0, 7.76,136.8,  87.1, 66
8,OUT,2015,22.9,35.3,19.0, 0.0,  5.9,220.8, 79.03, 50
9,OUT,2015,25.8,33.1,19.6,16.4, 5.72,189.6, 85.48, 70
10,OUT,2015,18.2,30.2,19.1, 0.4,  1.6, 91.2, 44.35, 89
11,OUT,2015,18.5,32.3,21.1, 0.0,  7.8,124.8,  45.6, 81
12,OUT,2015,23.4,29.8,19.3, 1.9,  8.1,187.2,    72, 71
13,OUT,2015,20.5,31.0,17.5, 0.0, 7.56,  168,  71.2, 78
14,OUT,2015,23.3,36.0,17.2, 0.0,11.44,187.2,  84.8, 61
15,OUT,2015,29.1,36.8,19.8, 0.0, 14.3,141.6,    96, 51
16,OUT,2015,26.0,37.6,19.4, 0.0, 14.6,   96, 84.92, 59
17,OUT,2015,28.2,35.5,18.6, 0.0, 12.8,  192, 95.24, 67
18,OUT,2015,28.0,27.1,16.5, 0.0,  8.4,297.6, 95.24, 74
19,OUT,2015,23.9,33.8,15.8, 0.0,   11,  144, 85.71, 70
20,OUT,2015,22.2,37.6,17.9, 0.7, 11.8,213.6, 76.98, 50
21,OUT,2015,19.2,34.0,23.2, 4.2, 9.76,  192, 59.84, 72
22,OUT,2015,13.8,32.6,20.6,14.7, 7.14,230.4, 20.47, 82
23,OUT,2015,17.7,28.9,17.8, 0.0,  3.7,148.8, 40.94, 84
24,OUT,2015,30.0,30.9,18.0, 0.0,  7.9,321.6, 94.49, 74
25,OUT,2015,30.0,32.1,17.7, 7.6, 10.3,189.6, 94.49, 77
26,OUT,2015,23.4,30.0,17.8,27.6, 5.19,139.2, 53.12, 89
27,OUT,2015,17.4,30.7,20.4, 0.0, 5.08,  144, 28.12, 81
28,OUT,2015,10.3,27.6,20.8, 0.0,  4.6,220.8, 19.53, 85
29,OUT,2015,29.9,31.9,18.6, 0.0, 5.48,235.2, 93.75, 69
30,OUT,2015,30.0,34.1,18.4, 0.0,  9.2, 86.4, 93.75, 64
31,OUT,2015,12.7,29.2,19.6,18.4,  7.9,   96, 14.73, 77
1,NOV,2015, 7.7,26.6,21.2, 9.8,  5.6,129.6,     0, 98
2,NOV,2015,16.4,33.4,22.8, 5.4, 6.58, 88.8, 29.46, 92
3,NOV,2015, 9.9,27.1,23.2, 7.2, 3.08,  108,  1.55, 95
4,NOV,2015, 4.9,29.8,21.8,35.6, 6.04,  156,  2.33, 92
5,NOV,2015,14.2,27.7,19.6, 0.4, 1.22,   72,  1.55, 93
6,NOV,2015,16.7,31.6,21.6, 0.0,  6.8,112.8,    30, 86
7,NOV,2015,11.1,28.1,19.3, 0.4,  3.8,   96,  3.08, 88
8,NOV,2015, 9.6,27.3,19.4, 1.0,  2.9, 55.2,     0, 93
9,NOV,2015,20.3,31.9,21.2, 0.0,    7,  120, 30.77, 81
10,NOV,2015,21.3,34.8,19.6, 0.0, 9.74,  120, 63.85, 70
11,NOV,2015,20.8,33.9,21.2, 0.0, 8.86,160.8, 43.08, 77
12,NOV,2015,22.2,34.3,21.0, 0.0, 7.78,115.2, 66.41, 72
13,NOV,2015,22.0,33.4,20.9, 9.0, 6.36, 93.6, 55.73, 82
14,NOV,2015,27.1,36.6,21.0,15.2, 6.75, 76.8, 80.92, 78
15,NOV,2015,27.2,34.2,21.3, 0.0,  6.5, 81.6, 81.68, 79
16,NOV,2015,14.0,30.3,21.9, 4.0,    8,  180, 36.64, 84
17,NOV,2015,17.6,32.0,20.0,16.4, 8.72,153.6, 30.53, 90
18,NOV,2015,23.4,32.3,18.8, 0.2, 6.34,136.8, 76.52, 76
19,NOV,2015,23.8,32.2,22.8,23.8, 6.44,  228, 64.39, 78
20,NOV,2015,15.8,28.1,18.8, 0.0, 5.49,189.6, 25.76, 84
21,NOV,2015,20.1,28.9,21.3, 0.4, 5.88,  264, 46.21, 82
22,NOV,2015,27.8,31.5,17.8,27.6, 5.78,117.6, 84.09, 76
23,NOV,2015, 6.0,26.8,20.4,24.8, 5.18,103.2,  9.85, 98
24,NOV,2015, 5.7,23.7,19.7, 9.7, 3.32,  156,     0, 97
25,NOV,2015, 8.7,24.9,19.6, 0.4, 1.18,127.2,     0, 94
26,NOV,2015,20.1,30.1,21.0, 0.0,  7.1,213.6, 44.36, 76
27,NOV,2015,29.7,32.9,18.2, 0.0,  9.3,103.2, 90.23, 75
28,NOV,2015,26.6,32.2,19.9,19.0,  -99,  132, 77.44, 88
29,NOV,2015,15.8,31.6,22.2,39.6,  -99, 67.2, 25.56, 97
30,NOV,2015,20.9,28.1,23.0, 1.6,  7.5,271.2, 29.32, 88
1,DEZ,2015,21.9,29.8,18.1, 0.0, 4.68,146.4, 24.81, 85
2,DEZ,2015,30.0,32.0,19.2, 0.2, 7.42,196.8, 66.92, 79
3,DEZ,2015,25.4,30.8,20.8, 0.0, 8.41,117.6, 42.86, 82
4,DEZ,2015,25.6,34.3,21.2, 0.0,  7.1, 79.2, 69.17, 81
5,DEZ,2015,18.0,31.9,22.2, 0.2,  5.1, 88.8, 33.83, 86
6,DEZ,2015,20.5,32.1,21.7,21.6,  6.5,  108, 45.11, 91
7,DEZ,2015,20.0,33.8,21.7, 0.0,  4.4, 74.4, 43.61, 83
8,DEZ,2015,28.7,36.1,21.7, 5.6,  7.6, 79.2, 83.58, 83
9,DEZ,2015,19.3,29.9,23.0, 0.0, 5.38,  108, 20.15, 83
10,DEZ,2015,16.8,27.7,22.6,14.0, 5.42,208.8,  5.22, 92
11,DEZ,2015,26.7,34.5,19.8, 0.0,  6.4,   84, 74.63, 81
12,DEZ,2015,22.1,35.2,20.5,14.6,  8.7,110.4, 52.99, 91
13,DEZ,2015,25.2,35.7,22.9,11.4,  9.5,136.8, 67.16, 83
14,DEZ,2015,26.6,33.6,23.1, 6.0, 8.66,  204, 44.03, 76
15,DEZ,2015,18.4,32.0,21.2,10.6,    6,  144, 35.07, 85
16,DEZ,2015,17.2,28.3,21.1, 0.0,  5.1,256.8,  4.48, 87
17,DEZ,2015,30.0,33.4,19.6, 0.0, 8.56,134.4, 82.84, 68
18,DEZ,2015,27.5,37.0,21.4, 4.0, 11.6,100.8, 78.36, 64
19,DEZ,2015,25.0,33.7,20.9, 1.0,  5.6,160.8, 66.42, 84
20,DEZ,2015,15.7,30.3,21.2, 0.0,  4.5, 79.2, 22.39, 81
21,DEZ,2015,22.6,32.7,22.6, 0.0,  6.5,139.2, 41.04, 77
22,DEZ,2015,28.6,33.2,21.6, 0.0,  7.1,  168, 61.94, 81
23,DEZ,2015,27.2,35.2,22.6, 3.0, 7.02,  132, 76.12, 77
24,DEZ,2015,23.3,34.8,22.6, 0.0, 6.97,124.8, 58.21, 78
25,DEZ,2015,16.4,31.5,22.4,10.2, 6.55, 93.6, 26.12, 90
26,DEZ,2015,23.4,34.6,22.8,12.6, 6.97, 69.6, 58.96, 91
27,DEZ,2015,13.6,30.9,22.0,26.2, 6.42,   84, 12.69, 95
28,DEZ,2015,14.7,31.0,22.6,61.6, 6.51,103.2, 17.91, 94
29,DEZ,2015, 9.6,28.3,22.9,31.0, 6.22,100.8,     0, 99
30,DEZ,2015, 7.8,27.8,22.2, 3.0, 6.07, 98.4,     0, 99
31,DEZ,2015,20.0,35.4,23.8,10.0, 7.19,115.2, 42.54, 89
1,JAN,2016,23.0,35.8,23.2,22.2, 7.12, 57.6, 57.46, 92
2,JAN,2016,23.8,36.3,24.1, 0.4, 7.29,   72, 60.45, 87
3,JAN,2016,16.6,31.6,24.4, 2.8, 6.76,103.2, 26.87, 90
4,JAN,2016,19.2,29.7,22.1, 0.0, 5.78,254.4, 27.82, 81
5,JAN,2016,30.0,32.0,19.3, 0.0, 9.02,184.8, 85.71, 74
6,JAN,2016,30.0,32.7,19.6, 0.0, 7.88,163.2, 84.96, 66
7,JAN,2016,30.0,34.2,20.4, 0.0, 8.98,146.4, 84.96, 65
8,JAN,2016,23.3,35.2,21.1, 0.0,  6.8,115.2,  59.4, 77
9,JAN,2016,13.0,32.7,21.7,37.8, 6.57, 76.8, 10.53, 94
10,JAN,2016,14.5,31.9,24.4,27.4,  6.8,136.8, 17.29, 97
11,JAN,2016, 8.4,25.3,23.7,17.0, 5.92,146.4,     0,100
12,JAN,2016, 5.3,24.2,21.4,52.8,  5.5,  216,     0,100
13,JAN,2016,18.3,30.7,22.1,11.8,  4.6,172.8, 17.29, 93
14,JAN,2016,19.0,30.0,22.8,39.8, 6.37,  252, 27.07, 95
15,JAN,2016, 7.9,30.3,21.8,28.2, 6.29, 81.6,     0, 98
16,JAN,2016,26.2,32.9,21.1, 0.0, 6.52,  216, 73.48, 76
17,JAN,2016,30.0,34.6,18.6, 0.0, 6.42,160.8, 90.91, 63
18,JAN,2016,20.3,28.6,22.7, 0.0,    6,  348, 37.12, 73
19,JAN,2016,21.0,27.4,19.4, 0.0, 7.02,405.6, 32.58, 75
20,JAN,2016,26.9,29.8,19.0, 0.0, 7.16,374.4, 76.52, 76
21,JAN,2016,30.0,30.1,18.8, 0.0, 9.58,  408, 90.91, 62
22,JAN,2016,30.0,31.7,16.6, 0.0, 5.83,259.2, 90.91, 69
23,JAN,2016,30.0,32.4,17.7, 0.4, 6.05,  132, 90.91, 76
24,JAN,2016,20.9,33.0,19.3, 0.0, 6.31,   72, 48.09, 81
25,JAN,2016,29.2,33.9,19.9, 0.0, 6.49,151.2, 71.76, 73
26,JAN,2016,30.0,34.1,21.0, 8.4, 9.46,163.2,  77.1, 73
