DIA,MES,ANO,SRAD,TMAX,TMIN,RAIN,EVAP,WIND,SUNH,RHUM
27,SET,1990,22.2,28.6, 9.7, 0.0, 6.27,  264,80.99, 63
28,SET,1990,19.9,29.6,10.8, 0.0, 6.48,268.8, 87.7, 48
29,SET,1990, 4.4,28.7,12.7, 6.3, 1.98,  204,    0, 76
30,SET,1990, 3.6,19.7,15.6, 6.2,  0.6,225.6,    0, 92
1,OUT,1990, 6.7,22.0,15.9, 0.5, 0.89,244.8, 5.74, 94
2,OUT,1990,14.9,28.0,16.3, 0.0,  3.5,153.6,55.28, 86
3,OUT,1990,16.7,31.0,16.4, 0.8, 5.04,172.8,65.04, 81
4,OUT,1990,19.4,32.8,15.6, 2.6, 6.27,201.6,76.42, 73
5,OUT,1990,20.6,31.8,16.6, 0.0, 6.46,225.6,79.67, 66
6,OUT,1990,21.1,31.7,16.3, 0.0,  7.5,220.8,84.55, 62
7,OUT,1990,22.3,33.0,15.8, 0.0, 7.08,184.8, 87.1, 59
8,OUT,1990,18.6,32.6,17.1, 0.0, 6.25,196.8,61.29, 63
9,OUT,1990,17.9,34.9,17.5, 0.0, 6.55,170.4, 62.1, 56
10,OUT,1990,19.5,35.9,18.3, 0.0, 8.57,  -99,94.35, 54
11,OUT,1990,18.5,36.8,20.6, 0.0, 8.58,213.6, 69.6, 51
12,OUT,1990,15.6,35.1,20.0,12.0,10.68,278.4, 47.2, 72
13,OUT,1990,17.9,30.6,18.6, 0.0, 5.62,220.8,   48, 77
14,OUT,1990,20.2,34.2,18.0, 3.8, 7.98,237.6, 72.8, 68
15,OUT,1990, 7.4,25.6,20.2, 0.5, 3.39,381.6,  1.6, 88
16,OUT,1990, 5.2,19.8,17.3,12.1, 2.83,415.2, 0.79, 92
17,OUT,1990, 9.2,24.3,15.2, 0.2, 2.09,  216, 8.73, 85
18,OUT,1990,10.7,27.6,16.3,35.9,  6.2,172.8,15.08, 81
19,OUT,1990,10.2,27.8,18.3,46.4, 9.33,175.2, 11.9, 89
20,OUT,1990,15.7,29.8,18.7, 0.1, 5.72,237.6,56.35, 78
21,OUT,1990,22.8,27.4,15.1, 0.0, 7.12,  360,81.89, 72
22,OUT,1990,24.8,26.1,14.3, 0.0, 8.07,309.6,86.61, 68
23,OUT,1990,23.1,30.8,11.4, 0.0, 5.97,170.4,83.46, 69
24,OUT,1990,15.8,29.9,15.3, 0.1, 4.91,280.8,53.54, 74
25,OUT,1990,16.5,28.9,17.5, 0.0, 6.26,352.8,53.54, 69
26,OUT,1990,23.1,30.4,14.7, 0.0, 7.22,268.8,84.38, 67
27,OUT,1990,21.6,30.6,15.5, 0.0, 6.82,218.4,84.38, 64
28,OUT,1990,22.2,33.4,15.2, 0.0, 6.89,  168,85.94, 61
29,OUT,1990,21.1,33.9,17.0, 0.0, 7.55,201.6,82.03, 60
30,OUT,1990,21.0,35.2,18.4, 0.0, 7.93,177.6,75.78, 56
31,OUT,1990,13.5,33.8,21.4,10.4, 6.98,151.2,19.38, 73
1,NOV,1990,14.5,32.5,21.0,17.1, 7.95,194.4,44.96, 82
2,NOV,1990,17.7,31.2,18.7,16.6, 8.02,  180,65.89, 79
3,NOV,1990,21.2,33.5,19.5, 6.8, 6.71,153.6,79.07, 74
4,NOV,1990,16.4,33.2,19.8, 2.7, 5.16,194.4,49.61, 87
5,NOV,1990, 4.2,23.8,20.5, 5.0, 1.74,376.8,    0, 89
6,NOV,1990, 9.5,23.6,17.8, 0.0,  2.8,307.2, 0.77, 80
7,NOV,1990,13.8,29.7,17.2,14.4, 3.79,160.8,16.92, 81
8,NOV,1990,12.6,30.5,19.4, 4.0, 2.82,  156,18.46, 86
9,NOV,1990,17.7,32.8,20.0, 4.8, 6.98,189.6,   50, 76
10,NOV,1990,19.8,32.2,19.9, 0.0, 7.57,242.4,80.77, 75
11,NOV,1990,21.9,33.0,17.2, 0.0, 6.97,177.6,83.08, 73
12,NOV,1990,20.2,34.5,20.3, 0.0, 6.74,146.4,70.99, 69
13,NOV,1990,22.8,36.2,19.8, 0.0, 6.53,160.8,87.02, 70
14,NOV,1990,20.7,36.5,21.7, 0.0, 6.43,136.8,73.28, 64
15,NOV,1990,20.7,36.2,22.0, 0.0, 8.08,  180,84.73, 64
16,NOV,1990,21.0,34.8,21.9, 0.0, 8.36,261.6,71.76, 62
17,NOV,1990,22.6,34.4,19.6,10.4, 8.07,232.8,66.41, 77
18,NOV,1990,21.1,32.3,19.9, 0.0, 6.75,184.8,57.58, 70
19,NOV,1990,20.3,34.7,20.1, 0.0, 6.71,127.2,64.39, 67
20,NOV,1990,18.6,34.3,20.4, 0.1, 6.43,208.8,62.12, 72
21,NOV,1990,23.2,33.8,19.3, 0.1, 7.16,213.6,   75, 71
22,NOV,1990,21.3,34.5,19.9,16.4,10.32,230.4, 69.7, 74
23,NOV,1990,18.0,33.2,18.1, 9.2, 5.72,165.6,53.03, 78
24,NOV,1990,13.2,29.2,19.3, 0.0, 3.58,117.6,13.64, 81
25,NOV,1990,23.4,31.3,17.7, 0.0, 7.41,208.8,85.61, 68
26,NOV,1990,23.0,32.0,17.4,13.7,11.31,196.8,84.21, 75
27,NOV,1990,18.0,30.9,17.1, 3.1, 6.34,242.4,56.39, 74
28,NOV,1990,24.5,30.4,17.8, 0.0, 8.03,295.2,90.98, 66
29,NOV,1990,23.8,31.2,14.7, 0.0, 7.28,225.6,88.72, 63
30,NOV,1990,24.2,33.4,15.6, 0.0, 8.47,  216,87.22, 57
1,DEZ,1990,23.0,35.1,18.4, 0.0, 8.48,242.4, 79.7, 56
2,DEZ,1990,22.9,35.1,18.4, 0.0, 7.53,189.6,84.21, 63
3,DEZ,1990,19.0,34.6,20.9, 2.8, 8.55,333.6, 59.4, 66
4,DEZ,1990,19.2,33.2,20.0, 0.0, 7.14,  252,31.58, 71
5,DEZ,1990,18.0,33.6,19.6, 0.0, 5.27,189.6,38.35, 81
6,DEZ,1990,22.7,33.8,18.8, 0.0, 7.59,218.4,70.68, 62
7,DEZ,1990, 9.7,31.0,22.0, 9.1, 3.72,223.2, 4.51, 86
8,DEZ,1990,11.2,26.4,17.7, 0.0, 4.99,  360, 7.46, 73
9,DEZ,1990,14.8,27.3,15.9, 0.0, 3.79,187.2,29.85, 72
10,DEZ,1990,13.6,29.3,18.8, 2.3, 3.68,256.8, 8.96, 81
11,DEZ,1990,14.0,30.8,20.2, 0.3,  4.4,290.4,25.37, 84
12,DEZ,1990,17.7,31.9,20.8, 3.4, 5.62,201.6,52.24, 79
13,DEZ,1990,10.3,29.8,21.9,11.9, 3.73,235.2,11.94, 90
14,DEZ,1990, 6.6,24.6,21.5, 4.0, 1.65,247.2, 0.75, 94
15,DEZ,1990,13.6,29.5,16.9, 0.0, 2.66,  120,16.42, 84
16,DEZ,1990,21.0,32.8,18.3, 0.0,  7.8,218.4,75.37, 67
17,DEZ,1990,24.8,33.3,16.1, 0.0,  7.2,160.8,82.84, 70
18,DEZ,1990,21.8,34.0,18.3, 0.0, 7.82,196.8,64.93, 64
19,DEZ,1990,23.2,34.0,19.9,17.0,  9.1,254.4,70.15, 73
20,DEZ,1990,20.0,33.9,18.8, 0.0, 6.18,235.2,75.37, 75
21,DEZ,1990,24.8,32.6,19.3, 0.0, 8.57,196.8,84.33, 69
22,DEZ,1990,25.4,33.9,17.8, 0.0, 8.48,184.8, 90.3, 63
23,DEZ,1990,24.7,34.6,17.8, 0.0,10.28,  216,89.55, 46
24,DEZ,1990,22.1,34.3,17.9, 5.6, 7.21,184.8,67.91, 77
25,DEZ,1990,19.5,32.1,19.5, 3.7, 7.87,304.8,51.49, 77
26,DEZ,1990,22.9,31.0,17.4, 0.0, 6.97,297.6,83.58, 69
27,DEZ,1990,20.0,30.9,16.8, 0.0, 6.43,196.8,72.39, 67
28,DEZ,1990,25.1,33.0,16.2, 0.6, 8.84,232.8, 90.3, 53
29,DEZ,1990, 9.0,22.0,18.7, 0.4,  3.7,400.8,17.91, 80
30,DEZ,1990,27.7,27.8,10.7, 0.0, 8.05,319.2,91.04, 63
31,DEZ,1990,25.2,31.3,12.9, 0.0,  7.5,232.8,76.87, 64
1,JAN,1991,22.4,31.9,15.8, 0.0,7.94,225.6,64.93,64
2,JAN,1991,19.8,33.6,17.3, 0.0,7.74,230.4,70.15,65
3,JAN,1991,10.8,30.6,17.5,25.2,6.22,172.8, 20.9,86
4,JAN,1991, 9.1,26.4,19.6,14.3,5.25,237.6, 5.26,87
5,JAN,1991,21.8,29.6,16.5, 0.0,7.75,  384,84.21,72
6,JAN,1991,24.8,31.5,15.2, 0.0,8.35,  312,90.23,67
7,JAN,1991,23.8,31.5,17.5, 0.0,7.88,259.2,88.72,68
8,JAN,1991,22.0,33.4,18.5, 0.0,4.71,223.2,81.95,69
9,JAN,1991,18.7,33.2,18.9, 0.0,5.71,153.6,57.14,74
10,JAN,1991,16.4,31.3,19.7,14.5,6.15,182.4,48.12,81
11,JAN,1991,11.1,29.3,20.2,53.8,8.49,184.8, 21.8,89
12,JAN,1991,15.8,29.2,19.6, 0.0,5.33,230.4,33.83,78
13,JAN,1991,21.7,32.7,16.6, 0.0,4.69,  108, 78.2,70
14,JAN,1991, 6.9,27.2,22.1,22.3,5.03,146.4, 0.75,95
15,JAN,1991,13.4,28.8,21.5,51.2, -99,  228,13.53,85
16,JAN,1991,15.0,30.6,20.6, 1.9,3.72,115.2,31.06,84
17,JAN,1991,19.0,28.4,20.2, 0.0,7.91,398.4,46.21,76
18,JAN,1991,25.2,29.3,17.0, 0.0,8.23,501.6,91.67,69
19,JAN,1991,16.9,30.4,17.5, 0.0,5.44,220.8,42.42,74
20,JAN,1991,22.8,31.9,17.7, 0.0,6.87,  192,78.79,71
21,JAN,1991,22.8,33.2,19.1, 0.0,6.04,153.6,76.52,68
22,JAN,1991,21.9,33.2,20.3, 0.0,7.26,  192,65.91,69
23,JAN,1991,21.6,33.9,20.2, 0.0,8.19,208.8, 69.7,69
24,JAN,1991,21.9,32.5,19.9, 0.0,8.08,237.6,54.96,65
25,JAN,1991,12.7,28.8,19.6,19.5,6.49,  216,  8.4,83
26,JAN,1991, 7.0,26.0,20.1,22.3,2.75,242.4,  8.4,93
27,JAN,1991,12.0,26.7,17.5,13.6, 3.1,194.4,29.01,89
28,JAN,1991,20.6,31.8,18.5,10.8,8.08,175.2,70.23,83
29,JAN,1991,19.9,31.3,19.1, 3.7,5.99,158.4,70.23,79
30,JAN,1991,17.9,29.3,19.3, 4.3,5.79,295.2,   40,79
31,JAN,1991,11.9,28.4,20.3, 9.2,3.24,189.6, 7.69,88
1,FEV,1991, 8.4,26.9,20.4,54.9, -99,151.2,10.77,94
2,FEV,1991,11.7,28.6,20.0, 5.9,1.28,  120, 2.31,84
3,FEV,1991,11.6,29.4,19.0, 0.0,3.98,163.2, 6.15,84
4,FEV,1991,18.0,31.5,17.6,26.8,9.01,232.8,53.85,80
5,FEV,1991,11.6,29.9,18.9, 3.1,2.85,170.4,  9.3,88
6,FEV,1991,15.7,31.3,19.2,21.7,5.65,158.4,24.03,84
7,FEV,1991,14.0,29.4,19.5,23.1,5.65,141.6,30.23,86
8,FEV,1991,12.3,27.6,20.0,43.8,5.34,249.6,13.18,91
9,FEV,1991,13.2,28.4,20.1,16.9,3.52,218.4,21.71,90
10,FEV,1991,14.3,29.6,21.0, 2.0,3.59,187.2,37.21,86
11,FEV,1991,14.2,30.0,20.5, 0.0,3.83,112.8,32.81,84
12,FEV,1991,17.7,30.5,20.0, 6.4,5.36,148.8,52.34,82
13,FEV,1991,19.6,30.8,21.0, 0.0,6.53,189.6,72.66,75
14,FEV,1991,22.5,31.9,17.7, 0.8,6.78,172.8,83.59,74
15,FEV,1991,16.7,30.3,20.1, 0.0,5.18,196.8,52.34,78
16,FEV,1991,16.0,31.0,19.2, 0.0,4.53,172.8,32.28,80
17,FEV,1991,18.7,32.0,19.1, 0.6,5.44,141.6,63.78,73
18,FEV,1991,15.0,29.9,20.2, 8.9,6.03,244.8,43.31,87
19,FEV,1991,19.9,30.1,16.6, 0.0,5.73,208.8,83.46,73
20,FEV,1991,23.2,30.7,15.1, 0.0,6.53,177.6,88.19,66
21,FEV,1991,21.7,32.8,15.3, 0.0,5.68,170.4,83.33,70
22,FEV,1991,21.6,32.9,17.7, 0.0,8.67,175.2,84.92,71
23,FEV,1991,13.9,30.4,20.4, 0.0,6.07,278.4,39.68,77
24,FEV,1991,24.4,28.7,13.7, 0.0,7.86,314.4, 87.3,66
25,FEV,1991,21.2,31.6,13.3, 0.0,5.86,172.8,83.33,72
26,FEV,1991,19.5,30.7,15.7, 0.0,5.32,158.4, 71.2,74
27,FEV,1991,19.4,31.4,16.5, 0.0,5.18,153.6, 61.6,70
28,FEV,1991,18.5,32.2,20.4, 2.7,6.16,199.2, 53.6,70
1,MAR,1991,16.7,31.4,19.0,42.8,7.08,196.8,   48,83
2,MAR,1991,10.2,28.8,18.7,55.4, -99,184.8,    4,90
3,MAR,1991,11.3,30.0,19.8,36.7,5.34,177.6,16.94,87
4,MAR,1991,12.4,28.8,18.7, 0.8,2.87,  180,23.39,87
5,MAR,1991, 8.0,26.2,19.6,56.9, 6.5,151.2,    0,88
6,MAR,1991, 9.0,26.3,19.8,13.6,2.01,280.8, 8.87,89
7,MAR,1991, 9.3,27.5,18.9,13.4,3.26,151.2, 5.69,90
8,MAR,1991, 5.2,27.5,20.3, 0.4,0.42,117.6,  6.5,86
9,MAR,1991,20.5,32.6,17.8, 0.0,6.58,  132,73.17,75
10,MAR,1991,21.5,33.2,17.4, 0.0,5.89,117.6,86.99,70
11,MAR,1991,18.4,32.7,19.0, 3.2,6.26,208.8,67.48,78
12,MAR,1991,20.5,31.5,17.9, 4.9,5.94,172.8,79.51,78
13,MAR,1991,18.6,31.2,20.1, 8.8, 5.6,177.6, 62.3,81
14,MAR,1991,14.6,29.8,20.6, 0.0,5.33,225.6,55.74,77
15,MAR,1991,19.0,29.1,18.8, 0.0,6.86,345.6,75.41,67
16,MAR,1991,19.5,29.4,15.6, 0.0,5.72,266.4,63.64,68
17,MAR,1991,17.4,30.5,16.4, 0.0,3.87,134.4,52.07,72
18,MAR,1991,14.9,29.8,19.0, 0.0,4.44,  144,42.15,72
19,MAR,1991,10.6,30.4,21.3, 8.2,3.87,187.2, 28.1,79
20,MAR,1991, 8.0,27.8,19.6, 5.0,1.25,110.4, 9.92,90
21,MAR,1991,12.6,30.7,20.2, 6.0, 3.8,158.4, 27.5,91
22,MAR,1991,14.9,28.2,20.1, 0.0,5.99,374.4,   35,79
23,MAR,1991,18.9,28.5,17.6, 0.0,5.99,352.8,79.17,76
24,MAR,1991,12.8,28.0,17.3, 0.0,4.02,259.2,40.83,80
25,MAR,1991,10.5,27.8,18.8,27.6,3.81,124.8,10.08,84
26,MAR,1991, 4.6,22.1,19.3,23.8, 1.8,283.2,    0,93
27,MAR,1991, 2.9,18.4,16.1,51.8,1.86,  276,    0,97
28,MAR,1991, 2.8,18.9,15.8,40.8,0.98,  240,    0,98
29,MAR,1991, 3.1,19.8,17.2,12.1, 0.6,244.8,    0,98
30,MAR,1991, 5.0,22.4,17.4,17.8,0.47,184.8,    0,98
31,MAR,1991,11.6,28.0,18.5, 1.9,2.18,177.6,35.59,91
1,ABR,1991,19.1,30.7,17.7, 0.0,5.64,  156,87.29,77
2,ABR,1991,16.4,29.4,17.1, 0.0,5.06,225.6,77.97,74
3,ABR,1991,18.4,29.9,15.6, 0.0,5.12,175.2,89.74,73
4,ABR,1991,16.6,30.0,17.2, 0.0, 5.2,  204,70.94,76
5,ABR,1991,12.3,25.4,15.8, 0.0, 4.9,290.4,38.46,80
6,ABR,1991,19.5,29.2,13.0, 0.0, 3.2,141.6,93.16,74
7,ABR,1991,17.1,30.8,13.8, 6.9,5.06,  132,61.21,77
8,ABR,1991,15.9,29.9,18.4, 0.0,3.78,112.8,52.59,81
9,ABR,1991,16.8,31.3,17.5, 0.0,5.12,  168, 81.9,78
10,ABR,1991,16.1,31.3,16.5, 0.0,3.62, 93.6,67.24,80
11,ABR,1991,16.6,32.8,17.4, 0.0,4.58,115.2,87.07,78
12,ABR,1991,15.6,32.3,17.5, 0.0, 4.5,  156,57.39,77
13,ABR,1991, 4.0,23.3,19.1,14.2,1.49,146.4,    0,97
14,ABR,1991,15.3,30.7,18.9, 0.0,   4,112.8,63.48,77
15,ABR,1991,17.3,32.4,19.3,10.0,6.07,165.6, 88.7,79
16,ABR,1991,14.0,31.2,18.3, 0.0,3.05,124.8,52.17,83
17,ABR,1991,16.5,31.5,18.1, 0.0,5.06,  192,89.47,76
18,ABR,1991, 5.8,25.7,19.5, 4.1,1.32,163.2,12.28,94
19,ABR,1991, 6.0,24.4,18.7, 6.8,3.05,  300, 7.02,89
20,ABR,1991,13.6,23.1,15.5, 0.0, 4.7,333.6,47.37,75
21,ABR,1991,18.1,26.4,13.2, 0.0,4.22,208.8,85.84,74
22,ABR,1991,17.1,27.9,12.4, 0.0, 3.4,151.2,72.57,79
23,ABR,1991,17.9,28.7,13.4, 0.0, 4.4,  144,90.27,65
24,ABR,1991,11.5,28.1,13.2,73.9, -99,268.8, 53.1,80
25,ABR,1991, 6.9,24.5,15.8,13.7, 2.3,115.2,21.24,94
26,ABR,1991,10.7,25.8,16.8, 0.0, 2.1,139.2,48.21,85
27,ABR,1991,15.5,25.2,14.0, 0.0,3.98,134.4,74.11,78
28,ABR,1991,15.4,26.0,11.4, 0.0,3.52,139.2,   75,77
29,ABR,1991,15.8,26.0,11.7, 0.0,3.87,244.8,88.39,78
30,ABR,1991,16.8,26.5,14.6, 0.0,4.62,  252,93.75,76
1,MAI,1991,17.0,27.8,12.0, 0.0,3.89,  144,86.61,74
2,MAI,1991,15.6,29.1,12.7, 0.0,3.87,148.8,73.87,72
3,MAI,1991,14.9,28.5,13.2, 0.0,3.35,124.8,82.88,71
4,MAI,1991,15.9,29.6,13.0, 0.0,   4,  168,89.19,71
5,MAI,1991,14.6,29.6,12.6, 0.0,3.98,  156,75.68,74
6,MAI,1991, 6.9,23.6,17.0, 1.1,3.15,292.8, 9.91,78
7,MAI,1991,10.7,25.1,15.6, 0.8,2.29,134.4,47.27,86
8,MAI,1991, 5.9,23.3,15.9, 0.0, 1.8,184.8,12.73,87
9,MAI,1991,16.3,25.6,10.8, 0.0,4.88,165.6,92.73,73
10,MAI,1991,13.6,25.8, 9.4, 0.0,2.36,129.6,   70,79
11,MAI,1991,14.8,26.0,11.2, 0.0,3.26,151.2,67.27,80
12,MAI,1991,14.7,26.4,10.6, 0.0,4.04,218.4,74.55,77
13,MAI,1991,12.5,26.3,12.0, 0.0,2.42,165.6,60.55,74
14,MAI,1991, 8.4,27.0,16.1,26.1,3.82,189.6,24.77,82
15,MAI,1991, 5.5,22.3,16.0, 6.2,0.75,184.8,24.77,93
16,MAI,1991, 8.8,24.6,13.4, 0.0,2.78,   96,69.72,81
17,MAI,1991,14.1,25.4,10.0, 0.0,2.73,141.6,72.48,80
18,MAI,1991,14.6,27.5,11.7, 0.0,3.56,189.6,88.07,77
19,MAI,1991,14.7,27.9,13.6, 0.0,3.34,122.4,91.74,77
20,MAI,1991,13.7,28.2,13.5, 4.9,4.04,  144,87.04,83
21,MAI,1991,13.3,27.2,12.8, 3.0,3.16,170.4,72.22,85
22,MAI,1991,12.7,28.4,14.4, 0.0,3.77,244.8,72.22,76
23,MAI,1991,15.8,24.4,16.1, 0.0,4.52,249.6,91.67,76
24,MAI,1991,13.6,26.4,11.1, 0.0,4.03,134.4,92.59,78
25,MAI,1991,14.6,27.4, 9.2, 0.0, 2.9,100.8,91.67,76
26,MAI,1991,13.2,29.0,11.2, 0.0,3.26,177.6,91.67,76
27,MAI,1991,14.5,28.9,12.3, 0.0,4.15,208.8,94.44,68
28,MAI,1991,14.6,27.9,11.3, 0.0,3.45,199.2,91.59,70
29,MAI,1991,14.3,27.1,11.6, 0.0,3.83,199.2,94.39,73
30,MAI,1991,14.0,27.1,11.0, 0.0,3.14,148.8,90.65,73
31,MAI,1991,13.6,28.0,10.1, 0.0,3.06,153.6,87.85,69
1,JUN,1991,14.0,27.5, 8.9, 0.0,2.82,139.2,91.59,70
2,JUN,1991,14.1,27.3, 8.6, 0.0,3.02,  192,93.46,69
3,JUN,1991,13.6,28.0,11.8, 0.0,3.45,177.6,92.52,69
4,JUN,1991,13.4,29.3,11.3, 0.0,3.51,160.8,93.46,72
5,JUN,1991,14.1,28.2,11.5, 0.0,4.26,  216,92.52,65
6,JUN,1991,11.4,28.7,11.5, 0.0,2.74,  144, 72.9,68
7,JUN,1991, 8.7,25.7,15.0, 0.0,2.69,170.4,30.84,82
8,JUN,1991, 6.9,24.2,12.2, 0.0,2.34,  204,20.75,82
9,JUN,1991, 9.6,23.0,11.6, 0.0,3.28,273.6,32.08,79
10,JUN,1991,13.1,24.6, 9.4, 0.0,3.17,  168, 78.3,73
11,JUN,1991,11.6,24.5, 9.2, 0.0, 2.6,  132,79.25,71
12,JUN,1991,12.8,25.2, 7.9, 0.0,2.62,115.2,88.68,70
13,JUN,1991,13.1,24.2, 9.8, 0.0,3.58,196.8,83.96,74
14,JUN,1991,12.2,26.5, 8.7, 0.0,2.48,  156,74.53,75
15,JUN,1991,11.3,27.4,10.6, 0.0,2.82,172.8,72.64,75
16,JUN,1991,12.5,28.0,11.6, 0.0,3.76,  216,77.36,70
17,JUN,1991,12.0,29.3,10.2, 0.0,3.07,189.6,82.08,73
18,JUN,1991,12.6,30.5,12.0, 0.0,4.39,266.4,86.79,56
19,JUN,1991, 5.9,26.0,16.5, 0.4,1.47,249.6,16.98,79
20,JUN,1991,10.6,30.5,14.6, 4.0,5.95,  312,62.26,60
21,JUN,1991, 2.3,18.1,16.4,10.3,0.28,153.6,    0,98
22,JUN,1991, 5.0,21.8,14.2, 1.3,0.33, 98.4, 1.89,94
23,JUN,1991, 2.2,19.8,16.3, 2.5,0.87,177.6,    0,96
24,JUN,1991, 3.8,20.3,14.2,12.9,2.12,  156, 7.55,97
25,JUN,1991,11.3,27.1,12.9, 0.0,2.03,117.6,67.92,86
26,JUN,1991,11.7,27.3,13.1, 0.0,2.83,146.4, 71.7,80
27,JUN,1991,13.0,27.3,14.0, 0.0,4.19,225.6,72.64,70
28,JUN,1991,13.2,27.9,11.7, 0.0,3.31,  180,88.68,68
29,JUN,1991, 4.9,21.6,13.7, 3.7,0.92, 93.6,15.09,91
30,JUN,1991, 7.1,22.3,11.7, 0.0, 2.2,184.8,31.13,83
1,JUL,1991,12.8,25.8, 8.0, 0.0,1.95,124.8,85.85,82
2,JUL,1991,12.7,26.2,12.1, 0.0,2.99,163.2,73.58,76
3,JUL,1991,13.3,25.2, 8.6, 0.0,3.32,141.6,80.19,69
4,JUL,1991,13.1,23.1, 8.4, 0.0,3.15,189.6,76.42,77
5,JUL,1991,13.0,22.5, 7.2, 0.0,3.04,136.8,91.51,74
6,JUL,1991,12.6,25.4, 6.0, 0.0,2.38,117.6,76.64,75
7,JUL,1991,13.2,26.8, 7.2, 0.0,2.62,136.8,86.92,71
8,JUL,1991,12.9,26.7, 7.2, 0.0,2.83,184.8,86.92,66
9,JUL,1991,12.3,27.2, 8.1, 0.0,3.23,206.4,89.72,69
10,JUL,1991,12.6,28.9, 8.0,14.1,4.55,223.2,91.59,56
11,JUL,1991, 8.4,23.0,14.8, 0.0,1.53,141.6, 48.6,87
12,JUL,1991,11.0,23.6,14.1, 0.9,2.43,163.2,54.21,79
13,JUL,1991, 3.4,18.4,13.2, 0.2, 1.3,172.8,    0,90
14,JUL,1991, 8.7,21.3,12.7, 0.0,2.36,223.2,29.91,83
15,JUL,1991, 6.1,22.4,12.2, 0.0,1.73,  180, 9.35,83
16,JUL,1991, 7.3,21.4,11.6, 0.0,1.16,105.6,32.71,86
17,JUL,1991,12.0,26.9,11.7, 0.0, 2.7,160.8,68.52,81
18,JUL,1991,14.7,27.0,12.0, 0.0,4.15,225.6,92.59,76
19,JUL,1991,13.1,27.9,11.7, 0.0, 3.6,211.2,89.81,73
20,JUL,1991,14.0,27.7,10.8, 0.0,4.02,199.2,91.67,66
21,JUL,1991,13.7,27.8,11.7, 0.0,4.01,235.2,84.26,68
22,JUL,1991,10.7,26.1,13.0, 0.0,3.64,201.6,37.96,61
23,JUL,1991, 7.6,18.6,13.7, 0.0,2.26,213.6,15.74,82
24,JUL,1991,14.4,21.8, 5.1, 0.0,2.81,  108,73.15,71
25,JUL,1991,13.4,26.1, 5.5, 0.0,1.75,  108,88.07,70
26,JUL,1991,12.5,26.9, 8.7, 0.0,3.53,172.8,67.89,68
27,JUL,1991,13.8,26.4, 9.0, 0.0,3.44,187.2,89.91,69
28,JUL,1991,10.1,26.7, 8.3, 0.0,4.47,244.8,91.74,67
29,JUL,1991,14.8,26.3, 9.9, 0.0,4.09,244.8,90.83,70
30,JUL,1991,14.4,26.4,11.8, 0.0,5.08,280.8, 84.4,62
31,JUL,1991,13.2,28.3,15.7, 0.0,5.05,280.8,76.15,58
1,AGO,1991,12.5,29.5,15.2, 0.0,6.17,  324,71.82,64
2,AGO,1991, 6.4,17.9,15.3, 0.0,3.47,393.6,19.09,82
3,AGO,1991,12.2,19.3, 6.1, 0.0,2.96,319.2,57.27,79
4,AGO,1991,13.6,25.3, 9.1, 0.0, 3.1,194.4,74.55,76
5,AGO,1991,13.6,28.1,10.9, 0.0,3.99,187.2,73.64,66
6,AGO,1991,13.5,29.5,12.2, 0.0,4.73,208.8,83.64,61
7,AGO,1991,10.0,29.6,13.9, 4.7,3.98,  192,55.86,73
8,AGO,1991, 4.0,20.3,15.5, 0.0,0.86,141.6,  1.8,94
9,AGO,1991,11.7,30.6,14.0, 0.0,4.03,  204,59.46,71
10,AGO,1991,12.1,32.0,15.2, 0.0,3.54,148.8,67.57,77
11,AGO,1991,11.8,26.6,16.0, 0.0,4.17,230.4,63.96,83
12,AGO,1991,13.6,25.4,13.0, 0.0,4.06,237.6,85.71,82
13,AGO,1991,12.8,29.4,11.4, 0.0,2.26,  144,68.75,78
14,AGO,1991,11.7,27.7,13.5, 0.0,4.67,237.6,69.64,74
15,AGO,1991,16.6,25.5,13.4, 0.0,6.75,  384,88.39,65
16,AGO,1991,17.5,23.9, 8.9, 0.0,5.56,316.8,91.07,62
17,AGO,1991,18.2,25.2, 8.6, 0.0,5.15,244.8,91.96,62
18,AGO,1991,17.4,25.7, 7.6, 0.0,5.14,235.2,92.04,56
19,AGO,1991,14.7,27.2, 8.6, 0.0,4.45,206.4,91.15,60
20,AGO,1991,13.8,28.1,11.0, 0.0,4.41,206.4,75.22,60
21,AGO,1991,16.9,28.6,11.0, 0.0,6.55,187.2,91.15,58
22,AGO,1991,16.4,27.6,10.6, 0.0,5.09,208.8, 88.5,62
23,AGO,1991,15.7,29.5,10.8, 0.0,5.12,196.8,78.95,55
24,AGO,1991,12.0,29.3,14.0, 0.0,4.45,151.2,46.49,49
25,AGO,1991,13.1,29.8,16.5, 0.0,5.62,172.8,42.11,53
26,AGO,1991,14.0,29.6,15.3, 0.0,4.25,153.6,36.84,60
27,AGO,1991,15.7,31.7,12.2, 0.0,4.38,177.6,83.48,50
28,AGO,1991,14.9,32.4,14.2, 0.0,4.79,112.8,76.52,58
29,AGO,1991,16.2,32.0,13.1, 0.0,5.55,  156,   80,53
30,AGO,1991,16.4,31.6,13.5, 0.0,5.84,172.8,82.61,52
31,AGO,1991,16.9,31.4,14.2, 0.0,6.81,  252,81.74,61
1,SET,1991,13.4,25.8,16.0, 0.0,5.55,484.8,60.34,71
2,SET,1991, 9.7,22.5,15.4, 0.0,5.12,  396,12.93,70
3,SET,1991,18.2,26.3,12.8, 0.0,5.28,249.6,71.55,70
